796953600.0	8900906.499397336
796953574.3184031	10626038.23492031
796812908.0867692	537064.8338382173
796791650.7207139	409538.83830486756
796859321.4794658	576569.1174269735
796824733.3177088	537882.9520977039
796946255.872992	558642.180504571
796885269.2552357	457781.69753918576
796860909.2581791	472157.4024644007
796921238.5892342	39588.88251639611
796794656.336773	185637.57075633336
796925727.875983	8921.77125641354
796784673.6466953	13064033.95798211
796953600.0	12741673.524826348
796953452.3004992	403051.3897934155
796874289.5255238	74478.50645344763
796782959.3340676	3235263.645054538
796783327.9886013	7175353.718734631
796951097.0167764	6007476.773174446
796783232.1184195	5868715.120681855
796782980.279054	5118408.035924475
796791652.7361983	104255.07034591511
796782686.873806	365818.4890696409
796882465.2058744	320035.3482347555
796948794.4609334	385460.5338121938
796897507.7776635	337450.88583674276
796894305.6247073	665868.2966043632
796927683.1075574	376973.3915247584
796903383.1008493	354599.8051725881
796894363.047195	177485.6735424756
796930567.9100367	332006.26042513514
796870188.0782665	265053.3521517488
796888284.1182437	434188.68507118657
796824840.378507	342204.0084221535
796892399.9979529	0.6429940777287236
796899599.9937798	119.02870489921305
796932000.1509942	8.790096165188288
796939200.007617	102.33888138197891
796910399.9287663	935.7601011343245
796921199.9986473	98.89155860354845
796856476.5867528	269616.17307426943
796853229.0439689	163227.01526468928
796832311.2062113	304079.5052852408
796829206.2350146	256703.6640426671
796850271.6871986	377407.1141170903
796947017.4578325	313702.4474296891
796830868.6277198	400681.9157479163
796809787.3718107	463031.1072859784
796803706.845086	268903.0151499751
796878673.8770297	414220.47951732454
796884731.665187	436370.33181949385
796852079.1460974	366810.44376634975
796786160.6354538	719832.5593909727
796786210.1971053	564257.7368973492
796804308.9659973	696482.8755188122
796943486.8900955	612846.8519646613
796940014.1321955	634763.8269687938
796834496.74255	579017.659118803
796951707.7820731	421693.12653140695
796824891.7644683	534517.1418489916
796936615.7165011	486799.27029899246
796897494.9716598	636028.1013258633
796948678.521662	425359.47833039035
796839925.5601621	598279.1237653482
796912221.9382775	316025.3449868924
796854772.3869196	441888.8928767953
796797466.7497185	338625.97474254493
796836684.8310869	154061.234214238
796848851.3010842	316532.23846971616
796903175.078896	332225.7287342768
796895839.3255501	34987606.33526761
796948656.1855192	292739.2816253936
796951830.880824	3102098.75982049
796803538.8198316	375400.15086956567
796931707.9694157	365602.9086439768
796785531.5226464	139572.1547163075
796780800.0	1932499.8901079423
796932923.7537415	722441.3258956487
796801665.1590352	938168.8536771212
796848310.3268431	810110.2785207706
796801065.1397713	424979.1417644708
796873934.6208624	18341244.47887959
796901026.6118444	18335497.068809118
796797681.9087808	710543.8626886151
796951657.578919	1000582.1937852748
796883635.6337719	938041.7881920337
796874477.8619769	1511354.0480375285
796940018.3672847	153371.51286088082
796944855.4706193	2551744.066232147
796947530.1187224	150668.61423827405
796811250.6429269	66906.84220625633
796950103.5090402	57781266.47704184
796879867.4441674	18327539.178856246
796837467.6584483	18349349.909987878
796894928.1674606	22436943.72765962
796817241.7838178	35059601.68053762
796784087.8663399	886099.4838790514
796811315.0418481	35260981.31627684
796799059.8433183	34630292.09717032
